price,carat,depth,table,x,y,z
716,0.43,62.6,56.0,4.84,4.88,3.04
5156,1.05,62.1,56.0,6.48,6.54,4.04
5021,1.03,62.5,55.0,6.41,6.48,4.03
477,0.32,61.1,56.0,4.39,4.41,2.69
1385,0.52,62.9,56.0,5.17,5.14,3.24
1413,0.57,61.4,56.0,5.33,5.38,3.29
2575,0.7,62.1,56.0,5.67,5.71,3.53
2828,0.7,60.6,57.0,5.74,5.77,3.49
1314,0.53,61.9,55.0,5.19,5.24,3.23
6619,1.2,61.7,56.0,6.81,6.88,4.22
3173,0.8,61.5,58.0,5.97,6.0,3.68
492,0.33,62.4,56.0,4.41,4.44,2.76
5504,1.19,60.4,55.0,6.91,6.89,4.17
4785,1.01,62.6,56.0,6.34,6.4,3.99
1243,0.53,61.7,55.0,5.2,5.24,3.22
5702,1.05,62.1,58.0,6.49,6.52,4.04
2384,0.7,61.6,56.0,5.73,5.69,3.52
2610,0.71,61.5,56.0,5.74,5.78,3.54
5412,1.17,62.5,56.0,6.77,6.7,4.21
5412,1.26,61.6,56.0,6.99,6.95,4.3
625,0.4,62.0,55.0,4.71,4.77,2.94
660,0.42,61.1,55.0,4.82,4.86,2.96
1572,0.59,60.2,57.0,5.47,5.42,3.28
706,0.45,62.0,55.0,4.92,4.95,3.06
593,0.31,62.3,56.0,4.38,4.35,2.72
1332,0.5,62.4,56.0,5.1,5.06,3.17
12361,1.74,64.5,56.0,7.56,7.54,4.87
656,0.41,62.6,57.0,4.72,4.77,2.97
593,0.31,62.9,54.0,4.35,4.3,2.72
18693,2.19,61.8,57.0,8.23,8.49,5.17
2435,0.72,62.3,57.0,5.75,5.8,3.6
2934,0.71,62.0,54.0,5.77,5.74,3.57
3160,0.81,61.9,54.0,5.96,5.99,3.7
2423,0.7,60.3,56.0,5.77,5.73,3.47
1243,0.5,62.8,56.0,5.06,5.03,3.17
492,0.33,62.4,57.0,4.39,4.42,2.75
2610,0.71,61.3,57.0,5.71,5.78,3.52
2416,0.71,62.3,56.0,5.68,5.72,3.55
3207,0.83,62.1,56.0,6.0,6.04,3.74
5247,1.08,60.2,57.0,6.63,6.67,4.0
631,0.33,61.1,57.0,4.5,4.47,2.74
1419,0.59,61.1,56.0,5.4,5.44,3.31
631,0.33,62.4,56.0,4.44,4.41,2.76
4679,1.03,61.8,56.0,6.46,6.51,4.01
5352,1.08,61.6,57.0,6.62,6.58,4.07
2480,0.71,62.4,55.0,5.71,5.74,3.57
5105,1.03,61.8,54.0,6.52,6.46,4.01
6443,1.36,61.2,57.0,7.15,7.19,4.39
492,0.33,62.0,57.0,4.45,4.46,2.76
3176,0.72,60.5,57.0,5.82,5.89,3.54
4956,1.0,61.5,56.0,6.45,6.41,3.95
1568,0.56,60.0,58.0,5.42,5.38,3.24
462,0.31,62.0,56.0,4.33,4.35,2.69
1383,0.51,60.9,56.0,5.18,5.2,3.16
689,0.36,62.3,57.0,4.57,4.52,2.83
1368,0.55,61.3,57.0,5.28,5.23,3.22
2416,0.71,61.5,55.0,5.72,5.8,3.54
625,0.35,62.4,57.0,4.5,4.47,2.8
4242,1.01,62.0,57.0,6.42,6.38,3.97
2707,0.73,62.4,56.0,5.77,5.74,3.59
5013,1.03,61.8,54.0,6.46,6.52,4.01
2553,0.7,62.1,55.0,5.68,5.73,3.54
5456,1.12,62.6,57.0,6.61,6.65,4.15
1572,0.59,62.3,55.0,5.41,5.38,3.36
447,0.3,61.1,55.0,4.32,4.35,2.65
1419,0.59,62.4,58.0,5.35,5.39,3.35
5235,1.02,62.0,58.0,6.4,6.51,4.0
5650,1.14,61.4,56.0,6.77,6.69,4.13
631,0.33,62.9,56.0,4.43,4.41,2.78
5949,1.17,62.7,57.0,6.72,6.7,4.21
648,0.4,60.5,57.0,4.73,4.76,2.87
6636,1.2,61.0,60.0,6.81,6.84,4.16
4946,1.02,61.4,56.0,6.42,6.57,3.99
4427,1.0,62.3,56.0,6.39,6.33,3.96
1333,0.57,62.3,53.0,5.32,5.34,3.32
1399,0.56,61.0,57.0,5.3,5.34,3.24
2690,0.74,61.1,57.0,5.81,5.84,3.56
5267,1.09,61.3,57.0,6.64,6.67,4.08
10051,1.77,60.9,53.0,7.92,7.85,4.8
13026,1.77,61.8,57.0,7.77,7.71,4.78
633,0.38,61.1,56.0,4.65,4.71,2.86
3997,0.92,60.3,56.0,6.32,6.35,3.82
11147,1.68,62.7,55.0,7.45,7.58,4.71
3454,0.78,61.4,57.0,5.91,5.94,3.64
5898,1.16,62.1,54.0,6.79,6.74,4.2
2767,0.71,61.6,55.0,5.74,5.76,3.54
1243,0.56,62.2,55.0,5.29,5.32,3.3
1363,0.55,60.9,57.0,5.26,5.29,3.21
1436,0.58,61.2,57.0,5.38,5.41,3.3
5051,0.92,61.9,55.0,6.24,6.27,3.87
1425,0.59,59.1,57.0,5.52,5.48,3.25
1359,0.51,62.5,55.0,5.15,5.12,3.21
5412,1.13,60.1,55.0,6.79,6.85,4.1
5159,1.06,62.3,55.0,6.5,6.54,4.06
2633,0.71,61.3,57.0,5.78,5.71,3.52
5406,1.19,60.4,55.0,6.89,6.91,4.17
798,0.4,61.3,56.0,4.77,4.72,2.91
2514,0.72,61.1,58.0,5.76,5.79,3.53
1264,0.51,59.8,55.0,5.17,5.23,3.11
574,0.3,60.2,56.0,4.4,4.37,2.64
612,0.32,61.7,55.0,4.4,4.38,2.71
689,0.36,62.0,56.0,4.6,4.56,2.84
622,0.4,61.3,56.0,4.72,4.77,2.91
4012,0.87,61.4,54.0,6.15,6.2,3.79
4971,1.02,58.9,61.0,6.56,6.62,3.88
2618,0.75,61.5,55.0,5.85,5.89,3.61
2671,0.73,61.8,57.0,5.75,5.78,3.56
574,0.3,61.1,55.0,4.35,4.32,2.65
2633,0.71,60.0,57.0,5.83,5.81,3.49
4067,0.91,62.6,54.0,6.22,6.25,3.9
3798,0.9,60.9,57.0,6.2,6.24,3.79
3011,0.77,62.3,55.0,5.9,5.85,3.66
492,0.33,60.9,56.0,4.45,4.48,2.72
5793,1.16,62.1,54.0,6.74,6.79,4.2
2722,0.78,61.3,56.0,5.95,5.99,3.66
1412,0.53,62.9,54.0,5.17,5.13,3.24
2551,0.71,62.7,55.0,5.67,5.71,3.57
1356,0.58,63.4,57.0,5.29,5.34,3.37
599,0.38,62.0,53.0,4.68,4.71,2.91
6372,1.22,61.8,58.0,6.84,6.92,4.25
4916,1.01,61.3,54.0,6.47,6.52,3.99
492,0.33,61.1,57.0,4.47,4.5,2.74
4916,1.01,61.6,57.0,6.42,6.46,3.97
447,0.3,60.2,56.0,4.37,4.4,2.64
6289,1.23,62.4,56.0,6.81,6.87,4.27
660,0.42,62.0,54.0,4.8,4.85,2.99
2647,0.72,62.7,55.0,5.7,5.72,3.58
683,0.41,62.3,57.0,4.75,4.78,2.97
477,0.32,61.4,56.0,4.43,4.46,2.73
1385,0.52,62.5,56.0,5.12,5.08,3.19
413,0.3,61.1,58.0,4.31,4.33,2.64
5258,1.09,62.1,56.0,6.59,6.56,4.08
3990,0.93,62.5,55.0,6.2,6.24,3.89
1359,0.51,61.9,56.0,5.15,5.1,3.17
2551,0.7,60.4,56.0,5.78,5.81,3.5
1320,0.52,60.7,56.0,5.22,5.25,3.18
5547,1.11,61.6,55.0,6.62,6.66,4.09
593,0.31,61.3,56.0,4.41,4.36,2.69
2973,0.77,60.6,56.0,5.9,5.95,3.59
4872,1.01,62.6,56.0,6.4,6.34,3.99
449,0.32,62.1,55.0,4.38,4.4,2.73
1356,0.58,61.7,54.0,5.4,5.43,3.34
5615,1.16,62.5,56.0,6.7,6.8,4.23
1359,0.51,61.1,56.0,5.18,5.16,3.16
2770,0.73,59.9,57.0,5.92,5.89,3.54
2505,0.71,61.0,56.0,5.77,5.8,3.53
1338,0.6,61.3,59.0,5.42,5.48,3.34
2682,0.76,62.2,57.0,5.83,5.85,3.63
11428,1.58,62.5,55.0,7.39,7.45,4.64
462,0.31,61.3,56.0,4.36,4.41,2.69
462,0.31,62.3,56.0,4.35,4.38,2.72
477,0.32,62.6,56.0,4.38,4.4,2.75
1316,0.53,61.6,55.0,5.21,5.24,3.22
1247,0.54,61.3,57.0,5.27,5.24,3.22
3154,0.8,61.9,54.0,6.0,5.95,3.7
4192,0.89,60.8,56.0,6.22,6.25,3.79
2853,0.79,62.8,57.0,5.9,5.85,3.69
2457,0.72,62.3,57.0,5.8,5.75,3.6
4007,0.9,62.4,56.0,6.24,6.16,3.87
631,0.33,60.9,56.0,4.48,4.45,2.72
1412,0.53,60.4,57.0,5.3,5.26,3.19
1342,0.58,61.2,57.0,5.36,5.4,3.29
593,0.31,62.1,57.0,4.34,4.32,2.69
2452,0.71,61.9,56.0,5.78,5.73,3.56
1264,0.51,61.9,56.0,5.1,5.15,3.17
5006,1.01,61.3,54.0,6.52,6.47,3.99
4513,1.07,61.4,56.0,6.55,6.58,4.03
1368,0.5,60.9,57.0,5.15,5.12,3.12
1292,0.52,61.9,55.0,5.16,5.18,3.2
4078,0.9,62.4,56.0,6.16,6.24,3.87
4182,0.94,62.1,56.0,6.21,6.25,3.87
2618,0.72,61.8,56.0,5.75,5.78,3.56
1359,0.51,62.8,57.0,5.12,5.1,3.21
1690,0.61,59.9,57.0,5.55,5.53,3.32
10275,1.55,61.1,56.0,7.45,7.48,4.56
6779,1.25,61.9,54.4,6.9,6.93,4.28
3357,0.82,62.1,57.0,6.04,6.0,3.74
10740,1.54,61.6,57.0,7.4,7.44,4.57
1239,0.5,62.5,55.0,5.07,5.14,3.19
2773,0.75,61.3,56.0,5.85,5.89,3.6
8911,1.7,60.7,56.0,7.78,7.71,4.7
5410,1.09,61.7,59.0,6.64,6.62,4.09
447,0.3,62.1,57.0,4.3,4.33,2.68
5253,1.06,62.3,55.0,6.54,6.5,4.06
612,0.32,62.4,54.0,4.4,4.38,2.74
5648,1.11,61.6,55.0,6.66,6.62,4.09
4839,1.03,60.7,55.0,6.61,6.53,3.99
5548,1.14,61.4,56.0,6.69,6.77,4.13
522,0.35,61.8,57.0,4.53,4.57,2.81
1289,0.52,62.5,56.0,5.08,5.12,3.19
2328,0.72,61.2,57.0,5.76,5.8,3.54
5842,1.17,62.7,57.0,6.7,6.72,4.21
4854,1.13,61.6,55.0,6.73,6.7,4.14
5426,1.02,61.7,58.0,6.41,6.49,3.98
5006,1.01,61.6,57.0,6.46,6.42,3.97
522,0.35,62.2,56.0,4.52,4.55,2.82
4682,1.06,61.2,57.0,6.59,6.51,4.01
593,0.31,62.5,55.0,4.34,4.3,2.7
1359,0.51,59.8,55.0,5.23,5.17,3.11
6740,1.2,61.7,56.0,6.88,6.81,4.22
2262,0.71,60.2,57.0,5.77,5.83,3.49
2373,0.7,62.6,57.0,5.63,5.68,3.54
477,0.32,62.4,54.0,4.38,4.4,2.74
574,0.3,63.0,55.0,4.26,4.25,2.68
4837,1.01,60.5,57.0,6.53,6.6,3.97
2504,0.73,62.4,56.0,5.72,5.75,3.58
2612,0.71,61.1,57.0,5.77,5.79,3.53
3682,0.8,61.9,54.0,5.98,5.96,3.7
2922,0.77,60.6,56.0,5.95,5.9,3.59
683,0.41,62.6,55.0,4.76,4.8,2.99
876,0.41,61.0,56.0,4.83,4.78,2.93
631,0.33,62.0,57.0,4.46,4.45,2.76
1412,0.53,61.4,56.0,5.24,5.22,3.21
2487,0.71,62.5,56.0,5.7,5.73,3.57
4764,1.03,61.2,57.0,6.59,6.51,4.01
2557,0.73,61.9,57.0,5.76,5.81,3.58
919,0.43,62.6,56.0,4.88,4.84,3.04
3246,0.84,61.8,56.0,6.04,6.06,3.74
6140,1.2,60.2,57.0,6.88,6.93,4.16
4241,0.9,60.8,56.0,6.24,6.26,3.8
1412,0.53,61.9,55.0,5.24,5.19,3.23
2670,0.72,62.7,55.0,5.72,5.7,3.58
2885,0.77,61.5,55.0,5.9,5.93,3.64
631,0.33,62.4,57.0,4.42,4.39,2.75
2575,0.7,61.3,57.0,5.73,5.76,3.52
1063,0.5,61.3,54.0,5.11,5.03,3.11
669,0.35,62.2,56.0,4.55,4.52,2.82
700,0.42,62.4,57.0,4.78,4.81,2.99
651,0.39,61.6,56.0,4.69,4.72,2.9
477,0.32,61.8,55.0,4.38,4.42,2.72
669,0.35,61.8,57.0,4.57,4.53,2.81
492,0.33,61.3,56.0,4.45,4.49,2.74
612,0.32,61.8,55.0,4.42,4.38,2.72
1442,0.58,62.7,56.0,5.32,5.3,3.33
1314,0.53,60.4,57.0,5.26,5.3,3.19
5155,0.94,62.2,56.0,6.24,6.27,3.89
14626,1.04,61.8,57.0,6.52,6.49,4.02
15575,1.02,63.0,57.0,6.39,6.35,4.01
1310,0.31,61.1,56.0,4.42,4.39,2.69
15813,1.06,61.2,57.0,6.57,6.61,4.03
2346,0.34,59.8,57.0,4.59,4.57,2.74
4161,0.59,60.7,58.0,5.45,5.49,3.32
2346,0.34,62.1,57.0,4.52,4.46,2.79
1251,0.31,61.1,56.0,4.39,4.42,2.69
3832,0.63,61.2,53.0,5.55,5.6,3.41
4293,0.56,61.9,57.0,5.28,5.31,3.28
4216,0.56,62.4,56.0,5.24,5.28,3.28
6549,0.63,62.5,55.0,5.47,5.5,3.43
893,0.27,62.4,56.0,4.15,4.12,2.58
2287,0.34,59.8,57.0,4.57,4.59,2.74
4208,0.59,60.9,57.0,5.4,5.43,3.3
4916,0.59,60.9,60.0,5.41,5.39,3.29
14494,1.04,61.8,57.0,6.49,6.52,4.02
17042,1.07,60.9,54.0,6.66,6.73,4.08
3446,0.51,62.1,55.0,5.12,5.13,3.19
2287,0.34,62.1,57.0,4.46,4.52,2.79
3517,0.53,61.5,54.0,5.27,5.21,3.22
10144,1.1,61.9,56.0,6.58,6.61,4.09
877,0.31,60.5,55.0,4.43,4.39,2.67
4196,0.73,61.5,58.0,5.76,5.79,3.55
838,0.34,61.1,55.0,4.52,4.55,2.77
3812,0.74,61.3,57.0,5.8,5.84,3.57
3353,0.76,61.1,54.0,5.86,5.89,3.59
1018,0.41,62.3,56.0,4.71,4.79,2.96
1264,0.43,61.9,55.0,4.87,4.85,3.01
10607,1.03,61.7,57.0,6.45,6.48,3.99
9448,1.13,61.4,55.0,6.72,6.74,4.13
877,0.31,61.8,55.0,4.36,4.34,2.69
673,0.31,62.0,57.0,4.33,4.35,2.69
11053,1.2,61.0,59.0,6.79,6.85,4.16
913,0.31,60.1,57.0,4.39,4.4,2.64
10441,1.25,61.7,56.0,6.92,7.01,4.3
1959,0.51,62.1,55.0,5.14,5.2,3.21
2170,0.56,62.6,59.0,5.24,5.31,3.3
3229,0.7,62.9,57.0,5.67,5.61,3.55
718,0.3,62.2,57.0,4.26,4.29,2.66
998,0.34,60.3,56.0,4.53,4.56,2.74
774,0.31,61.9,53.0,4.36,4.4,2.71
1132,0.42,61.8,56.0,4.82,4.86,2.99
961,0.34,60.7,57.0,4.55,4.51,2.75
1235,0.42,61.5,54.0,4.84,4.79,2.96
3509,0.73,61.1,57.0,5.85,5.81,3.56
13485,1.29,62.4,55.0,6.93,6.99,4.34
3419,0.7,61.7,57.0,5.71,5.74,3.53
863,0.31,62.0,57.0,4.35,4.33,2.69
4377,0.76,61.7,56.0,5.84,5.87,3.61
3093,0.7,61.9,57.0,5.69,5.72,3.53
1873,0.51,62.4,57.0,5.13,5.09,3.19
1230,0.41,62.1,56.0,4.8,4.77,2.97
3090,0.71,62.5,57.0,5.71,5.68,3.56
4619,0.8,62.4,56.0,5.94,5.98,3.72
835,0.3,62.2,56.0,4.31,4.27,2.67
713,0.31,61.6,55.0,4.3,4.33,2.66
1109,0.34,60.9,56.0,4.56,4.51,2.76
988,0.39,61.8,54.0,4.69,4.73,2.91
1105,0.41,62.4,56.0,4.75,4.8,2.98
1067,0.38,62.0,55.0,4.64,4.68,2.89
978,0.33,61.0,56.0,4.49,4.52,2.75
3618,0.7,62.8,53.4,5.64,5.68,3.55
713,0.31,60.6,57.0,4.36,4.39,2.65
2369,0.56,61.6,57.0,5.33,5.29,3.27
2033,0.5,62.4,53.7,5.08,5.12,3.18
872,0.37,61.8,56.0,4.61,4.64,2.86
1170,0.39,60.3,56.0,4.77,4.71,2.86
865,0.34,60.9,56.0,4.51,4.56,2.76
3335,0.7,62.0,57.0,5.69,5.76,3.55
713,0.31,61.1,56.0,4.33,4.37,2.66
2851,0.66,62.1,56.0,5.54,5.57,3.45
2057,0.56,62.6,55.0,5.25,5.29,3.3
2020,0.55,61.5,56.0,5.28,5.26,3.24
7966,1.0,62.4,55.0,6.4,6.43,4.0
4039,0.77,62.2,55.0,5.85,5.88,3.65
1637,0.46,62.6,56.0,4.92,4.95,3.09
1330,0.45,62.3,56.0,4.88,4.91,3.05
16688,1.51,63.0,53.4,7.28,7.3,4.6
601,0.3,61.0,58.0,4.3,4.36,2.64
1095,0.39,62.0,57.0,4.67,4.71,2.91
1952,0.53,61.3,56.0,5.21,5.23,3.2
9625,1.06,62.0,57.0,6.49,6.54,4.04
2043,0.57,61.1,57.0,5.33,5.37,3.27
882,0.38,62.0,57.0,4.69,4.7,2.91
10241,1.16,61.2,58.0,6.73,6.76,4.13
687,0.24,62.6,57.0,3.92,4.0,2.48
3278,0.7,61.1,57.0,5.73,5.75,3.51
2039,0.54,61.4,57.0,5.21,5.24,3.21
921,0.41,61.6,55.0,4.79,4.82,2.96
8181,1.02,60.5,56.0,6.55,6.48,3.94
1019,0.41,62.6,55.0,4.75,4.77,2.98
961,0.34,62.6,56.0,4.52,4.49,2.82
1043,0.4,62.2,57.0,4.71,4.74,2.94
1200,0.4,62.9,56.0,4.71,4.67,2.95
1779,0.51,62.5,57.0,5.08,5.13,3.19
3840,0.7,62.3,55.0,5.64,5.68,3.53
10709,1.04,61.6,57.0,6.52,6.56,4.03
1140,0.38,62.5,56.0,4.67,4.64,2.91
661,0.3,61.8,56.0,4.3,4.34,2.67
885,0.3,61.1,57.0,4.34,4.37,2.66
1235,0.44,61.3,56.0,4.87,4.92,3.0
4243,0.76,62.0,56.0,5.84,5.87,3.63
661,0.3,62.0,54.0,4.3,4.34,2.68
1264,0.43,62.1,55.0,4.86,4.83,3.01
933,0.32,60.2,57.0,4.45,4.42,2.67
739,0.33,61.7,55.0,4.47,4.48,2.76
1207,0.43,62.1,56.0,4.85,4.87,3.02
651,0.3,62.2,56.0,4.27,4.31,2.67
8645,1.03,62.6,57.0,6.44,6.5,4.05
8341,1.04,59.1,56.0,6.65,6.59,3.91
647,0.29,62.9,55.0,4.25,4.21,2.66
1018,0.41,61.2,57.0,4.77,4.81,2.93
8742,1.03,61.5,57.0,6.48,6.52,4.0
3801,0.71,62.1,57.0,5.7,5.73,3.55
1230,0.41,61.3,54.0,4.83,4.8,2.95
3361,0.7,62.5,57.0,5.65,5.68,3.54
1941,0.54,62.0,56.0,5.21,5.25,3.24
983,0.38,61.8,54.0,4.67,4.71,2.9
749,0.34,60.7,57.0,4.51,4.55,2.75
3287,0.7,62.5,57.0,5.64,5.68,3.54
2026,0.56,61.7,56.0,5.33,5.3,3.28
1065,0.35,61.0,56.0,4.53,4.58,2.78
742,0.3,62.8,57.0,4.27,4.3,2.69
2787,0.64,61.5,56.0,5.54,5.55,3.41
1140,0.38,62.2,57.0,4.66,4.63,2.89
1064,0.36,61.7,55.0,4.59,4.62,2.84
885,0.3,60.8,56.0,4.37,4.39,2.66
1095,0.36,61.1,56.0,4.6,4.63,2.82
2562,0.62,61.0,57.0,5.51,5.54,3.37
4350,0.78,62.2,57.0,5.86,5.9,3.66
1813,0.53,61.5,55.0,5.19,5.22,3.2
752,0.31,60.5,57.0,4.39,4.41,2.66
766,0.31,60.5,57.0,4.4,4.43,2.67
2054,0.55,61.4,57.0,5.26,5.29,3.24
1170,0.38,62.4,56.0,4.68,4.64,2.91
2251,0.55,61.3,56.0,5.28,5.32,3.25
2033,0.5,62.3,54.3,5.05,5.12,3.17
8612,1.03,61.8,56.0,6.46,6.54,4.02
1170,0.39,61.9,57.0,4.71,4.69,2.91
1151,0.41,61.8,57.0,4.75,4.8,2.95
1235,0.42,62.1,56.0,4.82,4.78,2.98
1123,0.4,59.9,57.0,4.77,4.82,2.87
8818,1.02,60.8,55.0,6.55,6.5,3.97
1752,0.51,60.9,57.0,5.17,5.2,3.16
2292,0.56,62.5,56.0,5.26,5.3,3.3
3937,0.73,60.9,55.0,5.83,5.86,3.56
1923,0.5,61.6,57.0,5.09,5.13,3.15
1151,0.41,62.1,56.0,4.77,4.8,2.97
3752,0.7,61.4,54.2,5.72,5.76,3.52
1882,0.51,62.3,56.0,5.09,5.12,3.18
8893,1.06,61.7,55.0,6.53,6.57,4.04
4258,0.73,61.9,55.0,5.78,5.81,3.59
3576,0.71,60.4,60.0,5.77,5.82,3.5
1893,0.5,61.0,56.0,5.13,5.17,3.14
706,0.32,60.4,56.0,4.44,4.46,2.69
3554,0.72,61.6,56.0,5.8,5.73,3.55
1006,0.42,61.4,55.0,4.8,4.9,2.98
8820,1.05,60.5,57.0,6.61,6.58,3.99
727,0.33,61.1,57.0,4.46,4.48,2.73
949,0.3,61.8,57.0,4.27,4.3,2.65
742,0.34,61.3,56.0,4.5,4.54,2.77
1067,0.38,62.2,57.0,4.63,4.66,2.89
1845,0.51,61.7,54.0,5.15,5.12,3.17
2378,0.54,61.3,56.0,5.3,5.27,3.24
1072,0.4,60.6,56.0,4.82,4.78,2.91
2741,0.56,61.1,56.0,5.3,5.33,3.25
4323,0.7,61.5,57.0,5.68,5.71,3.5
4380,0.71,61.7,56.0,5.71,5.74,3.53
1235,0.42,61.1,57.0,4.84,4.81,2.95
1752,0.51,61.7,54.0,5.12,5.15,3.17
4323,0.7,61.4,57.0,5.71,5.76,3.52
10079,1.19,61.1,57.0,6.84,6.87,4.19
862,0.32,61.5,56.0,4.41,4.43,2.72
4229,0.76,61.3,57.0,5.87,5.9,3.61
1987,0.54,61.6,54.0,5.24,5.25,3.23
1095,0.38,62.4,56.0,4.64,4.68,2.91
957,0.33,60.9,57.0,4.5,4.47,2.73
1388,0.42,61.8,57.0,4.82,4.79,2.97
1235,0.44,61.6,56.0,4.85,4.92,3.01
3746,0.74,61.7,55.0,5.85,5.79,3.59
1131,0.36,61.7,55.0,4.58,4.6,2.83
977,0.32,61.2,55.0,4.41,4.45,2.71
2550,0.52,61.3,56.0,5.21,5.22,3.2
718,0.3,61.6,54.0,4.34,4.36,2.68
2066,0.51,61.6,57.0,5.16,5.13,3.17
1003,0.4,60.6,56.0,4.78,4.82,2.91
3896,0.72,60.9,56.0,5.79,5.86,3.55
1114,0.32,60.9,57.0,4.48,4.45,2.72
877,0.31,62.1,57.0,4.35,4.32,2.69
2527,0.6,61.9,54.9,5.4,5.43,3.35
3287,0.7,62.6,58.0,5.64,5.67,3.54
1350,0.42,62.3,57.0,4.8,4.76,2.98
1810,0.51,62.2,55.0,5.15,5.17,3.21
9870,1.11,61.9,54.0,6.63,6.68,4.12
1077,0.33,61.0,56.0,4.47,4.45,2.72
17659,1.52,61.2,57.0,7.4,7.46,4.55
756,0.32,61.4,56.0,4.42,4.47,2.73
1179,0.42,61.5,54.0,4.79,4.84,2.96
2340,0.53,61.6,56.0,5.23,5.19,3.21
1064,0.4,62.3,54.0,4.7,4.74,2.94
1026,0.35,61.4,56.0,4.55,4.58,2.8
2033,0.5,62.2,54.4,5.07,5.11,3.16
12417,1.24,61.6,55.0,6.92,6.9,4.26
1053,0.4,61.3,54.0,4.76,4.8,2.93
1018,0.36,62.8,55.0,4.55,4.52,2.85
1200,0.4,59.9,57.0,4.82,4.77,2.87
720,0.32,61.4,56.0,4.38,4.41,2.7
955,0.38,61.0,57.0,4.66,4.69,2.85
3518,0.71,60.9,57.0,5.74,5.76,3.5
6652,0.91,62.3,59.0,6.16,6.19,3.85
1179,0.42,61.1,57.0,4.81,4.84,2.95
749,0.34,61.4,56.0,4.5,4.53,2.77
1207,0.43,62.1,55.0,4.83,4.86,3.01
1095,0.39,60.3,56.0,4.71,4.77,2.86
2086,0.47,60.5,57.0,5.04,5.07,3.06
1207,0.43,61.6,56.0,4.85,4.86,2.99
952,0.35,60.8,57.0,4.61,4.57,2.79
749,0.34,62.6,56.0,4.49,4.52,2.82
3529,0.7,62.8,54.0,5.65,5.69,3.56
3716,0.71,60.9,58.0,5.72,5.78,3.5
1294,0.44,61.1,56.0,4.95,4.91,3.01
890,0.35,60.8,57.0,4.57,4.61,2.79
1918,0.55,61.5,56.0,5.26,5.28,3.24
7118,1.02,62.7,55.0,6.49,6.4,4.04
942,0.38,62.0,57.0,4.7,4.69,2.91
1294,0.44,62.3,55.0,4.88,4.85,3.03
2043,0.57,61.6,55.0,5.33,5.39,3.3
1890,0.55,61.7,55.0,5.25,5.26,3.24
1924,0.56,61.7,56.0,5.3,5.33,3.28
1835,0.52,60.9,56.0,5.21,5.17,3.16
3622,0.72,61.4,56.0,5.8,5.82,3.57
848,0.3,62.0,54.0,4.34,4.3,2.68
780,0.32,60.3,57.0,4.42,4.44,2.67
1094,0.36,61.7,55.0,4.58,4.62,2.84
3582,0.71,61.5,58.0,5.75,5.77,3.54
736,0.32,61.8,56.0,4.39,4.41,2.72
1094,0.36,60.8,57.0,4.59,4.62,2.8
452,0.26,62.0,55.0,4.1,4.12,2.55
1873,0.51,62.5,57.0,5.13,5.08,3.19
1294,0.44,61.3,56.0,4.92,4.87,3.0
742,0.3,61.2,59.0,4.29,4.31,2.63
1350,0.42,61.4,56.0,4.86,4.82,2.97
1427,0.41,61.1,56.0,4.8,4.83,2.94
1395,0.42,61.4,56.0,4.84,4.86,2.98
1235,0.44,62.3,55.0,4.84,4.88,3.03
696,0.31,61.6,54.0,4.33,4.37,2.68
983,0.38,61.9,53.5,4.66,4.69,2.9
2175,0.59,60.9,56.0,5.39,5.44,3.3
914,0.34,60.3,57.0,4.52,4.55,2.73
9545,1.08,61.1,56.0,6.59,6.63,4.04
4407,0.77,62.3,56.0,5.83,5.89,3.65
1707,0.52,60.9,56.0,5.17,5.21,3.16
1235,0.44,62.3,55.0,4.85,4.88,3.03
1006,0.33,61.3,55.0,4.46,4.48,2.74
787,0.34,61.2,58.0,4.45,4.5,2.74
683,0.31,61.8,55.0,4.34,4.36,2.69
3535,0.7,62.2,56.0,5.69,5.72,3.55
1962,0.51,61.6,57.0,5.13,5.16,3.17
1637,0.46,61.6,57.0,4.95,4.98,3.06
1792,0.5,61.9,54.0,5.1,5.14,3.17
835,0.3,61.0,57.0,4.32,4.31,2.63
2454,0.5,60.6,57.0,5.15,5.18,3.13
2010,0.52,61.0,56.0,5.2,5.23,3.18
9650,1.09,62.3,56.0,6.63,6.59,4.12
1002,0.36,61.8,55.0,4.58,4.54,2.82
1937,0.5,61.9,55.0,5.09,5.12,3.16
817,0.3,61.9,54.1,4.28,4.33,2.67
742,0.3,60.8,58.0,4.31,4.34,2.63
11019,1.21,60.1,60.0,6.92,6.99,4.18
8658,1.02,61.2,56.0,6.48,6.53,3.98
1571,0.5,63.0,57.0,5.06,5.0,3.17
848,0.3,61.8,56.0,4.34,4.3,2.67
3136,0.71,62.2,55.0,5.74,5.71,3.56
1151,0.41,61.0,57.0,4.78,4.82,2.93
2658,0.61,61.9,56.0,5.43,5.45,3.37
2119,0.55,61.8,55.0,5.29,5.32,3.28
1230,0.41,61.8,57.0,4.8,4.75,2.95
1845,0.51,60.9,57.0,5.2,5.17,3.16
7393,0.9,61.9,59.0,6.14,6.17,3.81
1230,0.41,62.9,57.0,4.75,4.73,2.98
1924,0.56,60.4,56.0,5.33,5.36,3.23
1955,0.54,61.4,53.0,5.28,5.3,3.25
707,0.32,61.1,56.0,4.44,4.47,2.72
683,0.31,62.1,57.0,4.32,4.35,2.69
4336,0.78,62.1,55.0,5.9,5.95,3.68
