,price,carat,depth,table,x,y,z,city,clarity,color,cut
31912,3585,0.97,60.4,61.0,6.4,6.37,3.86,London,SI2,D,Premium
31913,1577,0.52,63.2,58.0,5.12,5.1,3.23,Zurich,VS2,G,Very Good
31914,468,0.26,61.2,56.0,4.11,4.16,2.53,Kimberly,VVS1,H,Ideal
31915,1125,0.4,62.8,59.0,4.67,4.63,2.92,Amsterdam,VS1,E,Premium
31916,2641,0.73,61.6,59.0,5.74,5.81,3.56,Kimberly,VS1,H,Very Good
31917,660,0.31,61.6,57.0,4.32,4.35,2.67,New York City,VVS1,H,Ideal
31918,3011,0.7,61.4,58.0,5.7,5.73,3.51,Kimberly,VS2,F,Ideal
31919,6971,1.56,63.0,58.0,7.35,7.28,4.66,Luxembourg,SI2,F,Premium
31920,507,0.34,63.4,57.0,4.42,4.45,2.81,Paris,SI1,G,Good
31921,1094,0.53,61.5,56.0,5.21,5.23,3.21,Tel Aviv,SI1,I,Ideal
31922,2801,0.96,60.7,55.0,6.37,6.41,3.88,Madrid,I1,F,Ideal
31923,5101,1.05,61.5,55.0,6.56,6.61,4.05,Kimberly,VS1,I,Ideal
31924,8561,1.13,62.9,58.0,6.59,6.63,4.16,Luxembourg,VS2,D,Very Good
31925,2297,0.58,62.2,58.0,5.35,5.32,3.32,Antwerp,VS2,G,Premium
31926,15144,1.57,62.3,56.0,7.48,7.41,4.64,Amsterdam,VVS2,G,Ideal
31927,802,0.31,61.1,56.0,4.37,4.33,2.66,Antwerp,VVS2,H,Ideal
31928,5078,1.01,62.7,56.0,6.39,6.36,4.0,Dubai,SI1,F,Very Good
31929,5758,1.02,63.5,56.0,6.43,6.38,4.07,London,VS2,G,Very Good
31930,5067,1.01,62.9,56.0,6.38,6.43,4.03,Zurich,VS2,I,Very Good
31931,3246,0.9,65.4,60.0,6.03,5.96,3.93,Antwerp,VS2,I,Fair
31932,886,0.3,62.1,54.0,4.32,4.35,2.69,Surat,IF,F,Ideal
31933,13378,1.51,62.9,58.0,7.32,7.41,4.63,Zurich,VS1,G,Very Good
31934,2825,0.83,62.5,59.0,6.02,5.95,3.74,Luxembourg,SI1,H,Premium
31935,6449,1.22,62.1,58.0,6.89,6.84,4.26,Surat,SI1,G,Premium
31936,1345,0.62,60.2,61.0,5.49,5.44,3.29,Surat,SI2,G,Premium
31937,803,0.32,61.2,56.0,4.39,4.43,2.7,Antwerp,VVS2,D,Ideal
31938,9123,1.66,58.5,62.0,7.73,7.79,4.54,Paris,SI2,G,Very Good
31939,1583,0.4,60.9,57.0,4.81,4.84,2.94,Dubai,IF,F,Ideal
31940,491,0.3,62.5,57.0,4.26,4.29,2.67,London,VS2,H,Ideal
31941,10935,1.7,63.0,58.0,7.52,7.65,4.78,Dubai,VS2,I,Very Good
31942,4168,1.11,62.6,55.0,6.65,6.71,4.18,Antwerp,SI2,I,Very Good
31943,566,0.27,61.0,56.0,4.21,4.25,2.57,London,VVS1,G,Very Good
31944,3247,0.7,62.8,59.0,5.63,5.68,3.55,Madrid,VS1,D,Very Good
31945,445,0.33,62.8,58.0,4.39,4.43,2.77,Madrid,SI1,I,Very Good
31946,4042,1.0,62.5,58.0,6.27,6.36,3.95,Kimberly,SI2,H,Very Good
31947,787,0.33,62.9,58.0,4.38,4.43,2.77,Las Vegas,IF,H,Very Good
31948,658,0.3,62.4,56.0,4.26,4.33,2.68,Las Vegas,VS2,E,Very Good
31949,7741,1.2,62.1,56.0,6.84,6.78,4.23,Amsterdam,VS2,G,Ideal
31950,5775,1.24,58.5,60.0,7.08,7.01,4.11,Kimberly,SI1,E,Premium
31951,4682,1.06,61.2,57.0,6.59,6.51,4.01,Luxembourg,SI2,D,Ideal
31952,10644,1.15,62.7,56.0,6.69,6.67,4.19,Madrid,VVS1,G,Ideal
31953,421,0.32,62.5,57.0,4.35,4.38,2.73,Amsterdam,SI2,G,Ideal
31954,533,0.25,63.8,54.0,3.94,3.99,2.53,Kimberly,VVS1,D,Very Good
31955,2718,0.81,64.3,53.0,5.91,5.97,3.81,Luxembourg,SI1,F,Good
31956,15992,1.5,62.6,56.0,7.27,7.21,4.53,Luxembourg,VS2,D,Ideal
31957,9334,1.51,61.4,59.0,7.34,7.39,4.52,New York City,VVS2,J,Ideal
31958,408,0.31,60.7,60.0,4.33,4.37,2.64,London,SI1,I,Very Good
31959,3140,0.72,60.8,62.0,5.73,5.78,3.5,Luxembourg,VS2,E,Good
31960,9513,1.51,62.9,57.0,7.29,7.23,4.57,Antwerp,SI2,E,Ideal
31961,1046,0.31,62.5,57.0,4.36,4.31,2.71,Tel Aviv,VVS1,G,Ideal
31962,4022,1.01,59.4,60.0,6.55,6.58,3.9,Dubai,SI2,G,Premium
31963,4113,1.02,61.7,58.0,6.48,6.45,3.99,Amsterdam,SI1,I,Premium
31964,6783,1.25,63.7,58.0,6.81,6.79,4.33,Surat,SI1,H,Good
31965,675,0.3,59.5,58.0,4.42,4.39,2.62,Paris,SI1,E,Premium
31966,6048,1.2,62.4,57.0,6.73,6.67,4.18,Kimberly,VS2,H,Premium
31967,827,0.32,62.2,55.0,4.37,4.41,2.73,Tel Aviv,VVS1,E,Ideal
31968,1443,0.51,63.9,56.0,5.11,5.07,3.25,Antwerp,SI1,E,Good
31969,2354,0.71,57.9,62.0,5.82,5.86,3.38,Kimberly,SI1,H,Good
31970,4220,0.9,59.2,60.0,6.17,6.22,3.67,Amsterdam,SI1,E,Fair
31971,537,0.34,61.5,54.0,4.5,4.54,2.78,Madrid,VS2,H,Ideal
31972,10380,1.5,60.6,60.0,7.45,7.36,4.49,Antwerp,SI1,H,Very Good
31973,9215,1.54,62.4,59.0,7.36,7.38,4.6,Surat,VVS1,J,Premium
31974,5982,1.21,59.0,60.0,6.94,6.99,4.11,Antwerp,SI2,F,Premium
31975,3089,0.73,61.9,55.0,5.76,5.8,3.58,Antwerp,SI1,G,Ideal
31976,536,0.24,62.6,58.0,4.03,3.99,2.51,New York City,VS2,E,Premium
31977,709,0.3,61.3,60.0,4.32,4.26,2.63,Luxembourg,SI1,D,Premium
31978,2972,0.7,61.7,56.0,5.64,5.71,3.5,Amsterdam,VS1,G,Ideal
31979,842,0.32,62.4,56.0,4.36,4.39,2.73,Tel Aviv,VVS1,G,Ideal
31980,6818,1.0,63.4,58.0,6.3,6.39,4.02,New York City,VS2,F,Very Good
31981,7964,1.01,62.9,61.0,6.39,6.33,4.0,Paris,VS1,E,Premium
31982,8266,1.17,61.0,53.0,6.89,6.85,4.19,Dubai,IF,H,Ideal
31983,698,0.31,63.3,55.0,4.35,4.31,2.74,Zurich,SI1,E,Very Good
31984,15188,2.01,61.6,56.0,8.17,8.13,5.02,Tel Aviv,SI2,F,Very Good
31985,1343,0.56,61.3,56.0,5.28,5.31,3.25,New York City,SI1,I,Ideal
31986,1340,0.56,62.5,56.0,5.21,5.28,3.28,Madrid,SI1,G,Ideal
31987,2036,0.61,60.0,57.0,5.52,5.55,3.32,Madrid,VS2,E,Very Good
31988,1566,0.53,62.0,57.0,5.19,5.23,3.23,Kimberly,SI1,D,Ideal
31989,6272,1.0,60.1,57.0,6.42,6.35,3.84,Dubai,VS2,G,Premium
31990,11226,2.26,61.9,58.0,8.37,8.33,5.17,Madrid,SI2,H,Premium
31991,771,0.42,61.5,56.0,4.83,4.86,2.98,Tel Aviv,VS1,I,Ideal
31992,3099,0.9,60.4,58.0,6.25,6.31,3.79,Zurich,SI2,I,Very Good
31993,1007,0.41,61.6,56.0,4.76,4.78,2.94,Antwerp,VVS2,G,Very Good
31994,575,0.25,63.0,57.0,4.0,4.06,2.54,London,VVS2,E,Very Good
31995,1272,0.5,62.7,57.0,5.06,5.08,3.18,Zurich,SI1,D,Ideal
31996,2293,0.7,63.5,56.0,5.64,5.7,3.6,Zurich,SI1,G,Very Good
31997,997,0.31,59.2,62.0,4.41,4.34,2.59,Paris,VVS1,F,Premium
31998,992,0.42,62.0,57.0,4.83,4.81,2.99,Kimberly,SI1,F,Ideal
31999,1911,0.52,61.8,59.0,5.13,5.16,3.18,Surat,VVS2,G,Very Good
32000,9060,1.3,61.9,55.0,7.01,7.04,4.35,Zurich,VS2,G,Ideal
32001,1017,0.4,62.4,58.0,4.7,4.76,2.95,New York City,VVS2,E,Very Good
32002,736,0.4,61.9,57.0,4.73,4.74,2.93,Antwerp,VS1,I,Ideal
32003,3062,0.7,58.7,60.0,5.8,5.75,3.39,Dubai,VVS2,F,Premium
32004,2559,0.71,63.3,57.0,5.65,5.69,3.59,Luxembourg,VVS1,I,Very Good
32005,7761,1.12,61.8,59.0,6.65,6.75,4.14,Surat,VS1,F,Premium
32006,766,0.3,61.6,58.0,4.28,4.33,2.65,Surat,VVS2,E,Ideal
32007,2491,0.76,60.5,60.0,5.92,5.89,3.57,New York City,SI2,F,Premium
32008,1107,0.32,61.6,55.0,4.41,4.45,2.73,Surat,VVS2,D,Ideal
32009,9176,1.58,62.6,56.0,7.45,7.51,4.68,New York City,SI1,I,Ideal
32010,648,0.36,62.6,57.0,4.54,4.5,2.83,Paris,SI2,E,Premium
32011,17162,2.51,62.0,57.0,8.72,8.67,5.39,Surat,SI2,H,Ideal
32012,625,0.31,61.8,56.0,4.34,4.36,2.69,Surat,VVS2,H,Ideal
32013,1338,0.52,63.6,56.0,5.09,5.07,3.23,Antwerp,SI1,G,Good
32014,12332,2.02,62.3,56.0,8.11,8.06,5.04,Madrid,SI1,H,Ideal
32015,2569,0.55,62.2,57.0,5.25,5.27,3.27,New York City,VVS1,F,Ideal
32016,942,0.31,62.1,54.0,4.41,4.35,2.72,Kimberly,VS2,D,Ideal
32017,2683,0.73,63.0,57.0,5.75,5.67,3.6,Luxembourg,VS1,G,Premium
32018,729,0.41,64.1,57.0,4.72,4.64,3.0,Las Vegas,VS2,H,Good
32019,3669,1.13,61.1,56.0,6.77,6.71,4.12,Las Vegas,I1,H,Ideal
32020,988,0.31,61.0,56.0,4.38,4.37,2.67,Antwerp,IF,G,Ideal
32021,2399,0.56,62.0,56.0,5.33,5.28,3.29,New York City,IF,G,Ideal
32022,4181,1.01,64.3,59.0,6.31,6.28,4.05,Madrid,SI1,E,Good
32023,6742,1.2,62.5,56.0,6.75,6.71,4.21,New York City,SI1,E,Premium
32024,720,0.32,63.2,56.0,4.38,4.35,2.76,Zurich,SI1,E,Very Good
32025,1738,0.6,61.5,56.0,5.39,5.51,3.35,Dubai,SI1,E,Ideal
32026,1422,0.43,62.3,55.0,4.88,4.85,3.03,Dubai,VVS1,F,Ideal
32027,17095,2.01,60.0,58.0,8.16,8.25,4.92,Kimberly,SI1,H,Very Good
32028,773,0.42,62.7,59.0,4.78,4.79,3.0,Tel Aviv,SI1,E,Premium
32029,848,0.43,61.4,54.0,4.9,4.93,3.02,Las Vegas,VS2,F,Ideal
32030,9961,1.61,62.2,58.0,7.46,7.55,4.67,Surat,VS1,I,Premium
32031,2891,0.71,62.3,61.0,5.7,5.73,3.56,Antwerp,VS2,D,Good
32032,5979,1.51,57.0,64.0,7.48,7.53,4.28,Surat,I1,D,Good
32033,1196,0.6,62.0,57.0,5.43,5.35,3.34,Surat,SI2,D,Premium
32034,4547,0.73,62.0,53.6,5.76,5.8,3.59,Tel Aviv,VVS2,D,Ideal
32035,9281,1.5,60.1,60.0,7.35,7.42,4.44,Kimberly,SI2,E,Very Good
32036,982,0.4,62.5,59.0,4.66,4.72,2.93,Madrid,VS2,D,Premium
32037,2826,0.7,62.2,58.0,5.66,5.6,3.5,Antwerp,VS1,E,Premium
32038,1433,0.43,60.3,58.0,4.86,4.93,2.95,Antwerp,VVS1,E,Very Good
32039,10313,1.14,61.1,57.0,6.7,6.76,4.11,Zurich,IF,G,Ideal
32040,1914,0.76,64.1,59.0,5.73,5.75,3.68,Antwerp,SI1,I,Good
32041,1771,0.59,61.1,57.0,5.39,5.48,3.32,Las Vegas,VVS2,H,Very Good
32042,1873,0.51,62.5,57.0,5.13,5.08,3.19,Surat,VS1,D,Ideal
32043,1878,0.59,62.0,56.0,5.35,5.39,3.33,Las Vegas,VS1,G,Very Good
32044,6714,1.3,61.7,56.0,7.07,7.02,4.35,Zurich,VS2,I,Ideal
32045,1680,0.51,60.0,59.0,5.18,5.22,3.12,Luxembourg,VS1,F,Very Good
32046,3045,0.71,62.2,55.0,5.68,5.74,3.56,Dubai,VS1,F,Very Good
32047,4713,1.0,61.4,60.0,6.35,6.41,3.92,New York City,SI2,H,Ideal
32048,4166,1.0,66.8,63.0,6.19,6.08,4.1,Las Vegas,VS2,H,Fair
32049,6754,1.01,61.6,58.0,6.43,6.49,3.98,Dubai,VS2,E,Very Good
32050,1013,0.3,60.8,56.0,4.37,4.35,2.65,Amsterdam,IF,H,Ideal
32051,572,0.28,60.1,62.0,4.25,4.27,2.56,Antwerp,VVS2,E,Very Good
32052,18485,2.57,63.0,58.0,8.77,8.65,5.49,Surat,SI1,J,Premium
32053,4516,1.06,62.4,54.0,6.5,6.54,4.07,Zurich,SI2,H,Very Good
32054,595,0.31,60.6,56.0,4.39,4.42,2.67,Antwerp,SI1,E,Ideal
32055,6451,1.28,62.8,57.0,6.92,6.87,4.33,Madrid,SI2,H,Ideal
32056,540,0.32,62.0,58.5,4.36,4.41,2.72,Amsterdam,SI1,G,Very Good
32057,3780,0.9,62.7,58.0,6.16,6.09,3.84,Kimberly,SI2,F,Premium
32058,3080,1.0,66.6,57.0,6.07,6.03,4.03,Antwerp,VS1,J,Fair
32059,17634,2.2,62.7,58.0,8.33,8.27,5.2,Kimberly,SI2,H,Premium
32060,827,0.41,61.8,58.0,4.75,4.77,2.94,Kimberly,VS2,G,Premium
32061,802,0.31,62.0,60.0,4.34,4.3,2.68,New York City,VS2,F,Premium
32062,1712,0.98,69.7,58.0,6.08,5.98,4.21,Kimberly,I1,G,Fair
32063,5922,1.09,62.0,56.0,6.61,6.59,4.09,New York City,SI1,F,Ideal
32064,11661,1.01,62.5,55.0,6.39,6.44,4.01,London,VVS1,D,Ideal
32065,2274,0.71,63.3,56.0,5.66,5.69,3.59,Paris,SI1,G,Very Good
32066,4273,1.02,61.4,55.0,6.51,6.48,3.99,Antwerp,SI1,G,Premium
32067,923,0.41,60.3,60.0,4.8,4.76,2.88,Antwerp,SI1,G,Premium
32068,6027,1.01,59.1,58.0,6.63,6.56,3.9,Kimberly,VS2,G,Premium
32069,2355,0.7,61.8,59.0,5.64,5.6,3.47,Dubai,SI1,D,Premium
32070,1590,0.48,62.5,56.0,4.98,5.02,3.12,Las Vegas,VVS2,H,Ideal
32071,8703,1.52,62.6,60.0,7.3,7.33,4.58,Antwerp,SI1,I,Very Good
32072,5016,1.16,62.4,58.0,6.69,6.65,4.16,Kimberly,VS2,I,Premium
32073,984,0.42,61.2,54.0,4.86,4.82,2.96,Tel Aviv,VS1,G,Ideal
32074,17024,2.01,62.0,61.0,8.04,8.1,5.0,Surat,SI2,E,Very Good
32075,1341,0.52,62.1,54.0,5.17,5.2,3.22,London,SI1,E,Ideal
32076,3171,0.74,62.1,56.0,5.79,5.83,3.61,Surat,VS2,F,Ideal
32077,11169,1.61,60.8,56.0,7.61,7.58,4.62,Antwerp,SI1,H,Premium
32078,696,0.34,61.8,57.0,4.48,4.52,2.78,Kimberly,VS2,E,Ideal
32079,872,0.31,61.9,55.0,4.38,4.34,2.7,Madrid,VS2,E,Ideal
32080,666,0.33,62.1,54.0,4.42,4.47,2.76,Kimberly,VS1,G,Ideal
32081,6751,1.03,62.4,56.0,6.48,6.43,4.03,New York City,VS2,F,Ideal
32082,4579,1.0,63.3,58.0,6.35,6.32,4.01,New York City,SI2,E,Very Good
32083,3107,0.81,61.7,58.0,5.98,5.95,3.68,Dubai,VS1,H,Premium
32084,1906,0.52,62.3,56.0,5.15,5.18,3.22,Antwerp,VVS2,G,Ideal
32085,1153,0.41,62.7,55.0,4.76,4.72,2.97,Surat,VS1,E,Ideal
32086,7553,1.0,56.8,58.0,6.59,6.64,3.76,Madrid,VVS2,E,Fair
32087,575,0.32,61.4,56.0,4.42,4.44,2.72,New York City,VVS1,I,Ideal
32088,1823,0.54,62.6,55.0,5.22,5.2,3.26,New York City,VS1,E,Ideal
32089,2947,0.92,58.5,57.0,6.37,6.34,3.72,New York City,SI2,H,Ideal
32090,1314,0.54,62.5,56.0,5.2,5.24,3.26,Las Vegas,SI1,G,Ideal
32091,3298,0.78,64.0,54.0,5.82,5.86,3.74,London,VS2,D,Good
32092,3119,0.7,61.2,55.0,5.74,5.76,3.52,Madrid,SI1,F,Ideal
32093,1294,0.44,61.3,56.0,4.92,4.87,3.0,Surat,VS1,D,Ideal
32094,1895,0.51,63.4,57.0,5.09,5.06,3.22,Zurich,VVS2,G,Very Good
32095,676,0.39,62.0,56.0,4.72,4.65,2.91,Dubai,SI1,E,Ideal
32096,1069,0.33,61.1,56.0,4.54,4.5,2.76,Dubai,VS2,D,Premium
32097,1784,0.52,57.2,59.0,5.35,5.39,3.07,Kimberly,VS1,F,Fair
32098,802,0.31,62.2,58.0,4.38,4.34,2.71,Paris,VS1,G,Premium
32099,5458,1.18,62.1,59.0,6.75,6.71,4.18,Las Vegas,SI1,G,Premium
32100,742,0.3,62.1,54.0,4.32,4.35,2.69,Kimberly,VVS2,E,Ideal
32101,3360,1.0,59.4,60.0,6.55,6.49,3.87,Zurich,SI2,H,Premium
32102,4449,0.9,63.0,55.0,6.08,6.15,3.85,Surat,VS1,E,Very Good
32103,4328,1.5,70.1,58.0,6.96,6.85,4.84,Surat,SI2,I,Fair
32104,5496,1.11,61.2,56.0,6.7,6.69,4.1,Zurich,SI2,H,Ideal
32105,2663,0.79,63.2,59.0,5.87,5.84,3.7,Las Vegas,SI1,H,Very Good
32106,16043,2.03,63.2,60.0,7.94,7.88,5.0,Amsterdam,VVS2,J,Very Good
32107,12285,1.28,58.9,57.0,7.13,7.17,4.21,Tel Aviv,VVS2,F,Very Good
32108,6098,1.1,60.7,55.0,6.75,6.66,4.07,Luxembourg,SI1,E,Premium
32109,742,0.3,61.2,59.0,4.29,4.31,2.63,Surat,VS1,D,Ideal
32110,3323,0.92,61.8,57.0,6.27,6.25,3.87,Kimberly,SI1,I,Ideal
32111,2676,0.7,62.2,55.0,5.66,5.72,3.54,Antwerp,VS2,F,Ideal
32112,5141,1.08,61.4,57.0,6.66,6.6,4.07,Surat,SI2,H,Ideal
32113,1133,0.41,63.1,58.0,4.75,4.72,2.99,Dubai,VVS2,E,Very Good
32114,7523,1.05,61.1,56.0,6.54,6.59,4.01,New York City,VS1,G,Ideal
32115,687,0.42,62.7,58.0,4.75,4.79,2.99,Amsterdam,SI1,G,Premium
32116,4196,1.11,62.0,57.0,6.67,6.63,4.12,Amsterdam,SI2,E,Ideal
32117,393,0.32,62.9,56.0,4.37,4.4,2.76,Zurich,VS2,J,Very Good
32118,471,0.29,62.0,55.0,4.24,4.27,2.63,Tel Aviv,VS2,G,Very Good
32119,7412,1.01,60.8,57.0,6.54,6.52,3.97,Kimberly,VS1,F,Ideal
32120,829,0.35,61.6,56.0,4.53,4.56,2.8,Surat,VS2,D,Ideal
32121,17475,2.18,61.0,60.0,8.29,8.33,5.07,Tel Aviv,SI2,G,Very Good
32122,10720,1.26,62.1,57.0,6.91,7.01,4.32,Madrid,VVS1,G,Ideal
32123,2246,0.61,61.9,57.0,5.42,5.46,3.37,Surat,VS1,F,Ideal
32124,505,0.23,60.4,61.0,3.93,3.95,2.38,Dubai,VVS2,F,Very Good
32125,715,0.32,61.5,56.0,4.41,4.44,2.72,Kimberly,SI1,D,Ideal
32126,3158,1.06,60.3,58.0,6.59,6.56,3.96,London,I1,F,Premium
32127,1359,0.61,60.4,56.0,5.47,5.43,3.29,Las Vegas,SI1,F,Premium
32128,492,0.28,61.3,57.0,4.21,4.24,2.59,Luxembourg,VS2,G,Very Good
32129,1867,0.55,59.8,57.0,5.31,5.35,3.19,Dubai,VS2,D,Very Good
32130,872,0.31,60.6,59.0,4.39,4.36,2.65,Tel Aviv,VS2,E,Premium
32131,1316,0.5,62.0,59.0,5.06,5.1,3.15,Tel Aviv,SI1,E,Premium
32132,4574,1.21,59.7,60.0,6.93,6.9,4.13,Luxembourg,SI1,J,Premium
32133,1781,0.51,62.6,55.0,5.11,5.08,3.19,Kimberly,VS2,E,Ideal
32134,16462,2.13,57.9,60.0,8.41,8.56,4.91,Luxembourg,SI2,G,Very Good
32135,1963,0.56,62.1,57.0,5.25,5.28,3.27,Surat,VS2,D,Ideal
32136,1382,0.61,59.5,62.0,5.55,5.51,3.29,Antwerp,SI1,H,Premium
32137,2335,0.71,60.9,56.0,5.79,5.81,3.53,Surat,SI1,F,Ideal
32138,605,0.3,62.2,59.0,4.28,4.31,2.67,Tel Aviv,VS1,G,Premium
32139,4166,1.01,63.7,59.0,6.28,6.38,4.03,Madrid,SI2,F,Good
32140,11130,1.24,62.0,55.0,6.88,6.95,4.29,Surat,VVS2,F,Very Good
32141,2940,0.75,61.6,57.0,5.84,5.81,3.59,Paris,VS2,E,Ideal
32142,2756,0.79,61.6,56.0,5.95,5.97,3.67,Surat,SI1,I,Ideal
32143,1212,0.56,61.9,55.0,5.27,5.31,3.28,London,SI2,F,Ideal
32144,945,0.35,61.3,55.0,4.58,4.55,2.8,Luxembourg,VS1,E,Ideal
32145,5313,1.5,60.6,62.0,7.22,7.24,4.38,Madrid,I1,F,Good
32146,754,0.43,62.7,56.0,4.8,4.83,3.02,Amsterdam,SI1,G,Very Good
32147,828,0.32,62.1,59.0,4.41,4.35,2.72,London,VS2,F,Premium
32148,969,0.38,62.0,55.0,4.67,4.64,2.89,Dubai,SI1,G,Ideal
32149,4093,0.9,61.3,55.0,6.21,6.25,3.82,Luxembourg,VS1,I,Ideal
32150,784,0.41,63.8,57.0,4.7,4.67,2.99,Antwerp,SI1,I,Good
32151,461,0.32,63.4,55.0,4.36,4.38,2.77,Tel Aviv,SI1,H,Good
32152,2875,1.0,67.7,60.0,6.11,5.98,4.09,Zurich,SI2,H,Fair
32153,1228,0.42,61.6,55.0,4.84,4.87,2.99,Surat,VS1,F,Ideal
32154,447,0.3,62.9,59.0,4.24,4.28,2.68,Surat,SI1,G,Very Good
32155,619,0.29,61.2,56.0,4.27,4.29,2.61,Dubai,VS1,E,Ideal
32156,1389,0.54,61.9,55.0,5.25,5.22,3.24,Tel Aviv,VS2,H,Premium
32157,1145,0.44,60.9,56.0,4.9,4.96,3.0,Las Vegas,VVS1,I,Ideal
32158,2392,0.61,59.7,58.0,5.56,5.53,3.31,Madrid,VVS2,F,Premium
32159,3161,0.63,62.4,56.0,5.48,5.52,3.43,Amsterdam,VVS1,E,Ideal
32160,5489,1.21,62.7,55.0,6.84,6.79,4.27,London,SI1,J,Ideal
32161,5324,1.21,62.1,56.0,6.76,6.92,4.25,Surat,SI1,I,Very Good
32162,1365,0.56,61.5,55.0,5.32,5.35,3.28,Antwerp,SI1,F,Ideal
32163,7130,1.06,62.8,56.0,6.52,6.47,4.08,Kimberly,VS1,G,Premium
32164,8139,1.21,61.3,58.0,6.89,6.84,4.21,Antwerp,VS2,F,Premium
32165,4072,1.01,61.8,58.0,6.45,6.37,3.96,Paris,SI1,I,Premium
32166,5802,1.19,62.7,56.0,6.76,6.7,4.22,Dubai,SI1,H,Premium
32167,1439,0.58,59.7,59.0,5.42,5.33,3.21,Luxembourg,VS2,H,Premium
32168,1629,0.5,63.2,56.0,5.06,5.03,3.19,Antwerp,VS2,E,Very Good
32169,891,0.41,62.0,54.5,4.77,4.8,2.97,London,VVS1,I,Ideal
32170,4013,0.9,61.9,59.0,6.09,6.12,3.78,Antwerp,SI2,F,Good
32171,8629,1.03,61.9,57.0,6.46,6.44,4.0,Dubai,VS1,E,Ideal
32172,2822,0.7,60.7,56.0,5.75,5.72,3.48,Amsterdam,SI1,D,Ideal
32173,1435,0.53,62.2,53.0,5.17,5.21,3.23,Antwerp,VVS1,I,Ideal
32174,720,0.32,60.3,57.0,4.46,4.43,2.68,Kimberly,VS2,G,Ideal
32175,11472,2.03,62.9,55.0,8.11,8.04,5.08,Dubai,SI1,I,Ideal
32176,6150,2.08,61.7,57.0,8.23,8.18,5.06,London,I1,H,Premium
32177,5119,1.01,62.8,58.0,6.35,6.42,4.01,Antwerp,VS2,G,Very Good
32178,6529,1.01,59.8,59.0,6.55,6.5,3.9,New York City,VS1,G,Premium
32179,10084,1.71,59.2,61.0,7.83,7.77,4.62,Surat,VS2,H,Premium
32180,1116,0.4,63.7,58.0,4.65,4.68,2.97,Kimberly,VVS1,F,Very Good
32181,6299,1.54,61.6,55.0,7.43,7.4,4.57,Luxembourg,I1,G,Ideal
32182,3243,0.77,60.9,55.0,5.9,5.96,3.61,Antwerp,VS1,G,Very Good
32183,5606,1.0,61.9,59.0,6.38,6.34,3.94,Zurich,VS2,F,Premium
32184,3342,0.78,60.6,57.0,6.0,5.95,3.62,Surat,VS1,F,Premium
32185,561,0.32,61.9,55.0,4.4,4.42,2.73,Surat,VS1,H,Ideal
32186,11644,1.41,62.7,56.0,7.18,7.1,4.48,Dubai,VS2,E,Premium
32187,802,0.31,61.4,62.0,4.34,4.32,2.66,Paris,VS2,F,Premium
32188,10351,1.21,62.4,57.0,6.75,6.83,4.24,Amsterdam,VS1,E,Ideal
32189,3869,0.94,62.6,57.0,6.27,6.25,3.92,New York City,SI2,F,Premium
32190,5882,1.21,62.8,55.0,6.79,6.74,4.25,Amsterdam,VS2,H,Ideal
32191,4204,0.96,59.3,58.0,6.49,6.43,3.83,Tel Aviv,SI2,G,Premium
32192,9165,1.73,61.0,59.0,7.75,7.68,4.71,Surat,SI1,J,Premium
32193,3034,0.7,61.4,57.0,5.7,5.73,3.51,Madrid,VS1,G,Ideal
32194,906,0.35,61.7,61.0,4.52,4.49,2.78,Las Vegas,VS1,G,Premium
32195,1290,0.39,58.0,61.0,4.83,4.79,2.79,Dubai,IF,F,Premium
32196,1569,0.51,61.6,58.0,5.12,5.14,3.16,Surat,SI1,D,Premium
32197,962,0.39,62.2,55.0,4.66,4.7,2.91,Kimberly,VVS2,E,Very Good
32198,6238,1.02,62.0,59.0,6.45,6.39,3.98,Dubai,VS1,G,Premium
32199,10839,1.28,61.2,54.0,7.03,7.06,4.31,Kimberly,VVS2,G,Ideal
32200,14416,1.51,63.2,58.0,7.29,7.33,4.62,Zurich,VS2,D,Very Good
32201,6604,1.2,60.2,58.0,6.9,6.86,4.14,Antwerp,SI1,F,Premium
32202,1095,0.39,60.3,56.0,4.71,4.77,2.86,Paris,VS1,D,Ideal
32203,593,0.31,62.5,55.0,4.34,4.3,2.7,Luxembourg,SI2,D,Ideal
32204,3090,0.58,61.7,55.0,5.36,5.39,3.31,Kimberly,VVS1,F,Ideal
32205,706,0.32,63.7,55.0,4.33,4.31,2.75,London,SI1,D,Good
32206,778,0.3,61.0,55.0,4.38,4.34,2.66,Kimberly,VS2,D,Ideal
32207,2250,0.53,62.5,57.0,5.12,5.18,3.22,London,VVS2,E,Ideal
32208,2954,0.76,61.7,54.0,5.88,5.92,3.64,Las Vegas,VS2,G,Ideal
32209,597,0.26,61.6,57.0,4.13,4.18,2.56,Paris,VVS2,E,Ideal
32210,1066,0.43,61.1,57.0,4.88,4.91,2.99,Madrid,VS2,F,Ideal
32211,1364,0.57,61.7,56.0,5.33,5.37,3.3,Antwerp,SI1,G,Ideal
32212,982,0.3,61.1,56.0,4.38,4.36,2.67,Luxembourg,VVS1,E,Ideal
32213,1331,0.5,59.7,62.0,5.16,5.19,3.09,Las Vegas,SI1,E,Ideal
32214,2395,0.7,59.6,66.0,5.8,5.74,3.44,London,VS1,H,Fair
32215,10847,1.65,61.5,56.0,7.63,7.69,4.71,Kimberly,SI2,D,Ideal
